book	chapter	ms	bytes	sha256
JOB	4	153696	1230815	303d5493d1c416bb7803ab6e437e0bc34e049ccd748c36c5a11b3c1b4aeb30da
JOB	5	174865	1400298	8d4fae0951abeaede39ea363077ed935e1c263000d2e4ba88dd7e13a91314451
JOB	6	204216	1634982	46d559db7323e483b096efdf1e1cb5709ac8ca0a820514eebdf2e663c1a76e52
JOB	7	160536	1285568	dfd8d4517c42f655c47ab3a6effc6fb18c9121e27272d079fff48c90cacf8903
JOB	8	154392	1236458	a58293d0bda4c6e83883fd34c3f9080bac6989b79d5de8b9bbcd2ba8942b3d32
JOB	9	224712	1799031	aef27f4a8a91438abc6a55c03ab64bc7cffa2383a6fd9d4d50e8c592ca212fbe
JOB	10	153696	1230818	68cbec522c007b1bf05537868355521035a25452f8024005464041b01d7ef8ef
JOB	11	146880	1176275	34b0c715db5adce1de055b60b716a3c6540ebe6a5a61da755417a1b765ff6bde
JOB	12	169416	1356624	66d4fd7ec13c3332cd719f4cfe6d2aa6f132ef419d22bb347de657c33ff3a3e8
JOB	13	169416	1356624	44a1d91011fdc741e12a12427ef2d00006730da263d99fd53a2802a4d5a26b81
JOB	14	169416	1356624	972acadd56866079e52d058974cca009cdf9f8e3af5f01c65062df0c71f433e3
JOB	15	247920	1984608	50ed9ef13d0b64086dd792837dabb0b4fff4569d613d6b1476697f7b57d3f2bf
JOB	16	160536	1285571	0dc18a1ff949577cff6819ed9606dc07bae9be67979a88d05fe15a4e7a910f28
JOB	17	105912	848595	d10c354b2d0e3c1b4d54c607225ee5b5ed3a5d0adb3927ee2bbdbbeaf6ac06fe
JOB	18	134592	1078054	a9f7044b7914ab48b46931672bb4598a666923f0cba36b53e45be71f85c26999
JOB	19	202752	1623282	4d2aac2e3a8f641ca1f7e90c178876c7bf01ca45fdcf5991267a576f18a25822
JOB	20	200136	1602384	61ac191ae25165ee58c062c0351fc2eb26e216ba3e0a392405f442eb27bd030f
JOB	21	224712	1799034	49d068fa540154ef146fd337dc43c979a718a5194c99149b3c89d39befe04789
JOB	22	204216	1634985	7612b356a89d37bf15a384d8e638c679f9dc470e1c174d8005120af78554babb
JOB	23	126408	1012644	ccb7530a15e15ffecbc836e7ea07272b488a8aa4a6f711f94d84dca3b75e06c9
JOB	24	202848	1624118	121f1720fc965ed16162f6a495c112a79b054cb09037cb5e65e62481d1f5af4c
JOB	25	48576	389885	e7d5f359dd3afffc1a0d8c403b767941cb5c26215d0564055e502afa5faae9af
JOB	26	95688	766884	95dece8453b92e67e2dcad6a0fc5fba02859d029ba60391085c58c7d95bc5e13
JOB	27	164616	1318172	25f03077fd8767fb6237205529ed3e60ad1c91127559a128e2d0be6fc4e37825
JOB	28	175560	1405734	aefdc648f9974adb88c49b7c4f17ec0a730f3e00b696013ee80ac5617bb143f4
JOB	29	171456	1372925	32f3b0e016153bb1a348ce237c0876261d163dc3424541d3100dc2dea97e833f
JOB	30	222648	1782525	31d423feac8cd4f7c9cf3bb6469fbcb76435c05cd090e28e964b42de91660583
JOB	31	269760	2159315	fdc646915b6a196fc2086ddd817b7ae704e2be11b7fbdcfc5323778d53b61c87
JOB	32	170088	1362058	30df1534f0b722fc37e415decb35bec864c829746f5a53772f28624ce1b4cbf9
JOB	33	239712	1918988	632e4b690b34ab38eae1e9d47b058b246c0ca40c2cb2666214193329ac46739a
JOB	34	264288	2115638	d9ae60ba8a3bb70c983aa9fad5b135b1555aa2f7748e5eac29e20bc56fdcb4f1
JOB	35	118896	952458	ca46f5815ca8900df001a44866e9961a7d0ec9e47de177dbff2dc22b29dc7cd5
JOB	36	225384	1804258	f7f4e32f08e677d96acfd61bb4a2596d30df2aa37bbfd1c6571d900b377139bd
JOB	37	185784	1487654	9aef4666fe43839515b09a45c547802af8de99b65b26a01b7ab69619e497ce5b
JOB	38	267025	2137581	cba6024a7c76e99609dcca5dcfcdc7e0cb81805228ea3e1bccfddc52996186db
JOB	39	200136	1602384	c00ef0c5490823466331cdc899466ebbae568acc048027904761a2ff630efecb
JOB	40	164616	1318172	9c4766be7ac1b86155bb0ebb20389b4332c54ca5ebaa2268fb855280d03f30a6
JOB	41	210360	1684095	6e117f6215f1c2979aba3ea68a22c221164c63ef0be01e935da61739a1bec796
JOB	42	199440	1596742	260bedd559bd4582a8b4e092a6c4aba5a73a037423aa43a8e80670d142168747
PSA	1	52416	420616	538c481288a2ecc594728fad92eabe167b0e7efe3d376502e1659f5cf3fc46f0
PSA	2	100560	805765	b88c7273f534731a891dcfd0ef8dd6b8e435f596bac1db05f4b7430e89beae69
PSA	3	72024	577559	2ce2561d28cebaf3dd0966878ebf36de15d168f9744410a9bd336891c86fe966
PSA	4	73392	588426	4c68d0315685d48f7d6124fff4bfb3717d9689e1fed620f0e07f308d23415448
PSA	5	112080	897925	a67b2f56d4471d960e11552f8f467e10a2a2cc9ca80845bce1fb0c13c8ec8edb
PSA	6	82968	665122	549647f2e8f56bb9092c02691abfe7e050d71b4ec45b64c7abda5aadde1d07fe
PSA	7	149136	1194467	69394f9de6963ea8466b5acda90525614e826539535ef155efa87aa46519c030
PSA	8	77280	619564	bb7420c5d273baac44ea33f9b05e172be14d968c915ed2ec7668329be004ba0b
PSA	9	157872	1264266	d4e937d978abf7165d045c10165ac131a5775e690c1d378239b6ae91c08a9cda
PSA	10	156216	1251103	643fddf81c3d081d606e0a1ab9f07de66cfb6e7907d9864de3879c0271453cd4
PSA	11	67416	540573	67e72b3702d5159bed22bed679dde5c279d14fee4dd82deaa90a486c3159cd7a
PSA	12	72240	579234	f108a221fdffde6ab5f0e12143dc65fbedbdf4e422affdaceb1b9d6d92e81ec7
PSA	13	55608	446114	601b91ae00b27fcecde54c72c9046ac44b7d9b9cc93b7e0a38597f50b4bf408d
PSA	14	65472	525108	1072106e1cdd8498d173f066c2f03d17b39d4181ea4954413f976421889f8dd3
PSA	15	49440	396795	4e0010b283190ec43f36925eaae92758875cc3e072735a218c4dafd0783f105d
PSA	16	90072	721967	9af3e0a025f028dbe84f688c79a2694add0c668a98df2a3b4b95ec1b78ec9ee4
PSA	17	135024	1081412	7258679ec718ebcfdf6b6d64d57a51c4c3e37e704ae7d215f682d751fda3a5b9
