chapter	verse	start_ms	end_ms	score	flag
1	1	3543	23116	0.922
1	2	23116	36475	0.962
1	3	36475	44250	0.964
1	4	44250	56529	0.989
1	5	56529	73860	0.956
1	6	73860	87290	0.972
1	7	87290	107454	0.954
1	8	107454	118151	0.977
1	9	118151	127197	0.971
1	10	127197	134202	0.945
1	11	134202	147000	0.954
1	12	147000	156987	0.946
1	13	156987	170306	0.947
1	14	170306	181294	0.955
1	15	181294	190860	0.977
1	16	190860	203339	0.976
2	1	5784	16731	0.959
2	2	16731	28899	0.977
2	3	28899	42939	0.949
2	4	42939	61511	0.949
2	5	61511	66904	0.961
2	6	66904	77602	0.987
2	7	77602	89720	0.953
2	8	89720	101648	0.925
2	9	101648	114476	0.987
2	10	114476	124353	0.964
2	11	124353	138012	0.984
2	12	138012	156064	0.955
2	13	156064	172775	0.960
3	1	7846	17102	0.972
3	2	17102	26729	0.979
3	3	26729	40999	0.947
3	4	40999	55689	0.966
3	5	55689	71710	0.959
3	6	71710	84179	0.979
3	7	84179	94166	0.958
3	8	94166	108186	0.968
3	9	108186	112159	0.981
3	10	112159	122005	0.925
3	11	122005	141319	0.959
3	12	141319	152266	0.947
4	1	6545	19113	0.981
4	2	19113	38696	0.960
4	3	38696	61961	0.983
4	4	61961	73389	0.978
4	5	73389	86207	0.958
4	6	86207	95934	0.954
4	7	95934	109793	0.933
4	8	109793	120120	0.961
4	9	120120	133559	0.960
4	10	133559	151711	0.976
4	11	151711	160997	0.961
4	12	160997	171264	0.937
4	13	171264	191047	0.959
5	1	5604	18861	0.941
5	2	18861	34781	0.948
5	3	34781	46278	0.975
5	4	46278	66140	0.972
5	5	66140	80458	0.980
5	6	80458	96948	0.964
5	7	96948	111167	0.966
5	8	111167	130248	0.960
5	9	130248	136041	0.982
5	10	136041	142455	0.976
5	11	142455	146828	0.900
5	12	146828	154532	0.962
5	13	154532	165669	0.959
5	14	165669	171403	0.965
5	15	171403	178727	0.958
6	1	3483	11838	0.910
6	2	11838	23466	0.976
6	3	23466	31302	0.811
6	4	31302	43561	0.983
6	5	43561	62564	0.965
6	6	62564	74883	0.974
6	7	74883	94456	0.946
6	8	94456	112779	0.936
6	9	112779	124447	0.947
6	10	124447	133213	0.952
6	11	133213	140659	0.952
6	12	140659	151286	0.973
6	13	151286	158561	0.948
6	14	158561	169449	0.972
6	15	169449	179456	0.937
6	16	179456	197678	0.957
7	1	6545	20495	0.973
7	2	20495	33974	0.956
7	3	33974	49025	0.973
7	4	49025	62744	0.967
7	5	62744	73392	0.981
7	6	73392	85821	0.974
7	7	85821	96929	0.954
7	8	96929	108597	0.946
7	9	108597	122867	0.949
7	10	122867	137608	0.971
7	11	137608	143652	0.979
7	12	143652	158823	0.963
7	13	158823	166668	0.942
7	14	166668	183020	0.965
7	15	183020	190325	0.954
7	16	190325	201633	0.956
7	17	201633	215343	0.920
7	18	215343	229513	0.970
7	19	229513	238629	0.980
7	20	238629	248876	0.924
