book	chapter	ms	bytes	sha256
DEU	32	505464	4044410	6cd2dee2580867517965c56c512b811497aa67277d70d37bb1f3fa5f06b8eb42
DEU	33	308616	2469748	62f45180007a9c00e7f5fe54c202b4dcec6652da2af33281bc43914368675c70
DEU	34	128184	1026326	35a8a3cea703dbaf7d23acd3d5cbe8b5a4b9457fcf2aca2c81e69698cc5e0d43
JOS	1	203496	1628807	b4d12e1808e53ae29e95a96e71cb56ce2f7251940fcb668b3b750a6b83a3697d
JOS	2	255720	2046558	e5378a601da09c14c6c75868a333cb46f376bf7f0be9a31c67045c7ac1f4be49
JOS	3	179424	1436128	cd56726280039e83baf80a9a60abee912d33eb39d90914f46943017644640371
JOS	4	229344	1835488	58f8e9f28f1cce93d3624ad9b49e8f075d6f7460b4ce4aeafb400814699b9f39
JOS	5	183120	1465803	dd6923c78732fc323def903ca206ff6f9c5fa1a5bcc9103ea736cfcf1b45b400
JOS	6	321144	2569843	f534cb351d8319ad6bfe95af3eeb240aec6c00875072286559c799a437005791
JOS	7	357600	2861578	ec99d5b01c464d444ca3cd66c16ff45e19d227dde49d86aebc20063990e0659f
JOS	8	414552	3317154	947101d67632455f5e77961c845e5a3c07ddae4f7b241309fdd08d2ef538d370
JOS	9	265128	2121790	5460ab5664e121a2348b1b9b02c5c6a9b265fc1e87773b6460738744cf0dfb88
JOS	10	481488	3852561	79380ad160ea0c8f8a06ff5421d7d34c00e928cd8470a4d0d4099cb8324f21d9
JOS	11	269280	2155020	133b417cd33709f3f769c811ded44fb6f58155f4ec219e8511960edacbd14dec
JOS	12	191376	1531843	bb1eeddd22f4e1a1c38f2ed454e34035326faf18f0f3a705d4cbc132f64124a8
JOS	13	327768	2622925	7d661b11ba10312e41f11571c1fcc3e0f0e7f3ab18be706f5944f9255418fdd9
JOS	14	177840	1423383	d8e3abf0972292927533c8973ed18de14d99c65d56d8aced38d594e94b675a0e
JOS	15	414576	3317365	9900c8e244e1d3d2b2ed7fde4dfc16f6844ba8159ebac84c70f94dcc5df22099
JOS	16	100872	807729	730cfca2fcba8620c38953f68617f40a1426b3011b74193987254bc3e13d8fa8
